id,artikul_wb,nazvanie_kratkoe,kategoriya,artikul_prodavca_osnovnoy,alternativnye_nazvaniya,wb,ozon,ym,megamarket,letual,zya,dop_artikuly_1,kod_nomenklatury_zya,dop_artikuly_2,nazvanie_wb_korrektnoe,artikul_yam,nazvanie_yam,ishodnyy_status_kommentariy,poiskovaya_stroka
41,209758176,Набор 4 саше-пакета: Amino Base 2 шт. Hair Cuticle Top 2шт,Холодники Саше Набор,саше4_Amino_HairCuticleTop,Набор 4 саше-пакетов: Amino Base 2 шт. + Hair Cuticle Top 2шт.,4657784320440,4657784320440,4657784320440,4657784320440,4657784320440,4657784320440,саше4_Amino_HairCuticleTop,,саше4_Amino_HairCuticleTop,JKeratin саше маски для ухода и восстановления волос,102758508900,"Набор саше масок для волос JKeratin - Amino Base и Hair Cuticle Top, 4x20 мл",Нет,"209758176 | Набор 4 саше-пакета: Amino Base 2 шт. Hair Cuticle Top 2шт | Холодники Саше Набор | саше4_Amino_HairCuticleTop | Набор 4 саше-пакетов: Amino Base 2 шт. + Hair Cuticle Top 2шт. | JKeratin саше маски для ухода и восстановления волос | 102758508900 | Набор саше масок для волос JKeratin - Amino Base и Hair Cuticle Top, 4x20 мл"
42,192497512,НАБОР JWAVE 2*150 мл + STABLE MASK 400 мл,Холодники Набор,JWave_StableMask,НАБОР для Биозавивки JWave+Stable,2039077045056,OZN1315742544,OZN1315742544,,,,JWave_StableMask,,JWave_StableMask,JKeratin набор для биозавивки химическая завивка для волос,,,Нет,192497512 | НАБОР JWAVE 2*150 мл + STABLE MASK 400 мл | Холодники Набор | JWave_StableMask | НАБОР для Биозавивки JWave+Stable | JKeratin набор для биозавивки химическая завивка для волос
43,192497510,НАБОР JWAVE 2*150 мл + STABLE MASK 400 мл + Amino Base,Холодники Набор,JWave_Stable_Amino,НАБОР для бережной Биозавивки JWave+Stable+Amino,2039077045063,OZN1315751352,OZN1315751352,,,,JWave_Stable_Amino,,JWave_Stable_Amino,JKeratin набор для биозавивки химическая завивка для волос,,,Нет,192497510 | НАБОР JWAVE 2*150 мл + STABLE MASK 400 мл + Amino Base | Холодники Набор | JWave_Stable_Amino | НАБОР для бережной Биозавивки JWave+Stable+Amino | JKeratin набор для биозавивки химическая завивка для волос
44,31294920,"Лайф Хак (2*400) Cuticle Top, Amino Base",Холодники Набор,HairCuticleTop_AminoBase2x400,НАБОР AMINO BASE - Подложка 400 мл.+ TOP - Липидная маска 400 мл,4620758271550,4620758271550,4620758271550,4620758271550,4620758271550,4620758271550,HairCuticleTop_AminoBase2x400,,HairCuticleTop_AminoBase2x400,JKeratin Набор для холодного восстановления волос,103196485931,Лайфхак для кератинщика липидная маска Hair Cuticle Top и подложка для кератинового выпрямления Amino Base 2 х 400 мл,Нет,"31294920 | Лайф Хак (2*400) Cuticle Top, Amino Base | Холодники Набор | HairCuticleTop_AminoBase2x400 | НАБОР AMINO BASE - Подложка 400 мл.+ TOP - Липидная маска 400 мл | JKeratin Набор для холодного восстановления волос | 103196485931 | Лайфхак для кератинщика липидная маска Hair Cuticle Top и подложка для кератинового выпрямления Amino Base 2 х 400 мл"
45,192521982,"Лайф Хак (3*400) Protein Mask, Amino Base, COLD BTX",Холодники Набор,ProteinMask_Amino_ColdBTX3x400,"НАБОР многоступенчатой холодной реконструкции Amino, Cold, Protein",2039078149425,2039078149425,2039078149425,2039078149425,2039078149425,2039078149425,ProteinMask_Amino_ColdBTX3x400,,ProteinMask_Amino_ColdBTX3x400,JKeratin Набор для холодного восстановления волос,102572529633,"JKeratin Набор для Холодного восстановления волос: Cold BTX + Protein Mask + Amino Base, 3x400 мл",Нет,"192521982 | Лайф Хак (3*400) Protein Mask, Amino Base, COLD BTX | Холодники Набор | ProteinMask_Amino_ColdBTX3x400 | НАБОР многоступенчатой холодной реконструкции Amino, Cold, Protein | JKeratin Набор для холодного восстановления волос | 102572529633 | JKeratin Набор для Холодного восстановления волос: Cold BTX + Protein Mask + Amino Base, 3x400 мл"
46,230703274,Лайфхак - STABLE MASK - Кислая маска 400 мл + Лайфхак - COLD BTX - Холодный ботокс 400 мл,Холодники Набор,StableMask_ColdBTX2x400,Лайфхак - STABLE MASK - Кислая маска 400 мл + Лайфхак - COLD BTX - Холодный ботокс 400 мл,4657784320600,4657784320600,4657784320600,,4657784320600,4657784320600,StableMask_ColdBTX2x400,,StableMask_ColdBTX2x400,JKeratin Набор для холодного восстановления волос,,,Нет,230703274 | Лайфхак - STABLE MASK - Кислая маска 400 мл + Лайфхак - COLD BTX - Холодный ботокс 400 мл | Холодники Набор | StableMask_ColdBTX2x400 | Лайфхак - STABLE MASK - Кислая маска 400 мл + Лайфхак - COLD BTX - Холодный ботокс 400 мл | JKeratin Набор для холодного восстановления волос
47,230703275,Лайфхак - STABLE MASK - Кислая маска 400 мл + Лайфхак - HAIR CUTICLE TOP - Липидная маска 400 мл,Холодники Набор,StableMask_HairCuticleTop2x400,Лайфхак - STABLE MASK - Кислая маска 400 мл +Лайфхак - HAIR CUTICLE TOP - Липидная маска 400 мл,4657784320617,4657784320617,4657784320617,,4657784320617,4657784320617,StableMask_HairCuticleTop2x400,,StableMask_HairCuticleTop2x400,JKeratin Набор для холодного восстановления волос,,,Нет,230703275 | Лайфхак - STABLE MASK - Кислая маска 400 мл + Лайфхак - HAIR CUTICLE TOP - Липидная маска 400 мл | Холодники Набор | StableMask_HairCuticleTop2x400 | Лайфхак - STABLE MASK - Кислая маска 400 мл +Лайфхак - HAIR CUTICLE TOP - Липидная маска 400 мл | JKeratin Набор для холодного восстановления волос
48,488749258,3*400 NEW: Cold+Amino+Cuticle,Холодники Набор,Amino_HCT_Cold3x400,3*400 NEW: Cold+Amino+Cuticle,2045198182068,2045198182068,2045198182068,2045198182068,2045198182068,2045198182068,Amino_HCT_Cold3x400,,Amino_HCT_Cold3x400,JKeratin Набор для холодного восстановления волос,4657973802,"Набор для холодного восстановления волос: Amino Base + Cold BTX + Hair Cuticle Top, 3х400 мл",Нет,"488749258 | 3*400 NEW: Cold+Amino+Cuticle | Холодники Набор | Amino_HCT_Cold3x400 | 3*400 NEW: Cold+Amino+Cuticle | JKeratin Набор для холодного восстановления волос | 4657973802 | Набор для холодного восстановления волос: Amino Base + Cold BTX + Hair Cuticle Top, 3х400 мл"
49,488539660,2*400 NEW: Cold+Amino,Холодники Набор,Amino_Cold2x400,2*400 NEW: Cold+Amino,2045177346924,2045177346924,2045177346924,2045177346924,2045177346924,2045177346924,Amino_Cold2x400,,Amino_Cold2x400,JKeratin Набор для холодного восстановления волос,4657973801,"Набор для холодного восстановления волос: аминокислотная подложка Amino Base + холодный ботокс Cold BTX, 2х400 мл",Нет,"488539660 | 2*400 NEW: Cold+Amino | Холодники Набор | Amino_Cold2x400 | 2*400 NEW: Cold+Amino | JKeratin Набор для холодного восстановления волос | 4657973801 | Набор для холодного восстановления волос: аминокислотная подложка Amino Base + холодный ботокс Cold BTX, 2х400 мл"
50,29292777,Лайфхак - HAIR CUTICLE TOP - Липидная маска 400 мл,Холодники,HairCuticleTop400,Лайфхак - HAIR CUTICLE TOP - Липидная маска 400 мл,4620758271529,4620758271529,4620758271529,4620758271529,4620758271529,4620758271529,HairCuticleTop400,,HairCuticleTop400,JKeratin Hair Cuticle Top липидная маска подложка 400мл,102143548235,Hair Cuticle Top - липидная маска для глубокого увлажнения и питания волос 400 мл.,Нет,29292777 | Лайфхак - HAIR CUTICLE TOP - Липидная маска 400 мл | Холодники | HairCuticleTop400 | Лайфхак - HAIR CUTICLE TOP - Липидная маска 400 мл | JKeratin Hair Cuticle Top липидная маска подложка 400мл | 102143548235 | Hair Cuticle Top - липидная маска для глубокого увлажнения и питания волос 400 мл.
51,249063615,Лайфхак - HAIR CUTICLE TOP - Липидная маска 150 мл,Холодники,HairCuticleTop150,Туба - HAIR CUTICLE TOP - Липидная маска 150 мл,4657784320563,4657784320563,4657784320563,4657784320563,4657784320563,4657784320563,HairCuticleTop150,99000027784,HairCuticleTop150,JKeratin Hair Cuticle Top липидная маска для волос 150 мл,103305895160,Hair Cuticle Top - липидная маска для глубокого увлажнения и питания волос 150 мл.,Нет,249063615 | Лайфхак - HAIR CUTICLE TOP - Липидная маска 150 мл | Холодники | HairCuticleTop150 | Туба - HAIR CUTICLE TOP - Липидная маска 150 мл | JKeratin Hair Cuticle Top липидная маска для волос 150 мл | 103305895160 | Hair Cuticle Top - липидная маска для глубокого увлажнения и питания волос 150 мл.
52,463537822,Лайфхак - AMINO BASE - Подложка 60 мл.,Холодники,AminoBase60,Лайфхак - AMINO BASE - Подложка 60 мл.,4640468910082,4640468910082,4640468910082,4640468910082,4640468910082,4640468910082,AminoBase60,,AminoBase60,JKeratin Amino Base подложка при выпрямлении волос 60 мл,4522663809,Amino Base Подложка для кератинового выпрямления волос 60 мл,Нет,463537822 | Лайфхак - AMINO BASE - Подложка 60 мл. | Холодники | AminoBase60 | Лайфхак - AMINO BASE - Подложка 60 мл. | JKeratin Amino Base подложка при выпрямлении волос 60 мл | 4522663809 | Amino Base Подложка для кератинового выпрямления волос 60 мл
53,29292720,Лайфхак - AMINO BASE - Подложка 400 мл.,Холодники,AminoBase400,Лайфхак - AMINO BASE - Подложка 400 мл.,4620758271512,4620758271512,4620758271512,4620758271512,4620758271512,4620758271512,AminoBase400,,AminoBase400,JKeratin Amino Base подложка при выпрямлении волос 400 мл,103197635050,"Amino Base – подложка для кератинового выпрямления волос, 400 мл.",Нет,"29292720 | Лайфхак - AMINO BASE - Подложка 400 мл. | Холодники | AminoBase400 | Лайфхак - AMINO BASE - Подложка 400 мл. | JKeratin Amino Base подложка при выпрямлении волос 400 мл | 103197635050 | Amino Base – подложка для кератинового выпрямления волос, 400 мл."
54,64892677,Лайфхак - COLD BTX - Холодный ботокс 400 мл,Холодники,ColdBTX400,Лайфхак - COLD BTX - Холодный ботокс 400 мл,4627149058301,4627149058301,4627149058301,4627149058301,4627149058301,4627149058301,ColdBTX400,,ColdBTX400,JKeratin Холодный ботокс для гладкости волос Cold BTX 400 мл,102141392318,"Cold BTX - холодный ботокс для ламинирования и гладкости волос, 400 мл",Нет,"64892677 | Лайфхак - COLD BTX - Холодный ботокс 400 мл | Холодники | ColdBTX400 | Лайфхак - COLD BTX - Холодный ботокс 400 мл | JKeratin Холодный ботокс для гладкости волос Cold BTX 400 мл | 102141392318 | Cold BTX - холодный ботокс для ламинирования и гладкости волос, 400 мл"
55,247702336,Лайфхак - COLD BTX - Холодный ботокс 150 мл,Холодники,ColdBTX150,Туба - COLD BTX - Холодный ботокс 150 мл,4657784320570,4657784320570,4657784320570,4657784320570,4657784320570,4657784320570,ColdBTX150,99000027782,ColdBTX150,JKeratin Холодный ботокс для гладкости волос Cold BTX 150 мл,103305895159,"Cold BTX - холодный ботокс для ламинирования и гладкости волос, 150 мл",Нет,"247702336 | Лайфхак - COLD BTX - Холодный ботокс 150 мл | Холодники | ColdBTX150 | Туба - COLD BTX - Холодный ботокс 150 мл | JKeratin Холодный ботокс для гладкости волос Cold BTX 150 мл | 103305895159 | Cold BTX - холодный ботокс для ламинирования и гладкости волос, 150 мл"
56,158426138,Лайфхак - STABLE MASK - Кислая маска 400 мл,Холодники,StableMask400,Лайфхак - STABLE MASK - Кислая маска 400 мл,4657784320235,4657784320235,4657784320235,,4657784320235,4657784320235,StableMask400,,StableMask400,JKeratin Stable Mask маска после химической завивки волос,103197635045,"JKeratin маска-стабилизатор для гладкости и шелковистости волос Stable Mask, 400мл",Нет,"158426138 | Лайфхак - STABLE MASK - Кислая маска 400 мл | Холодники | StableMask400 | Лайфхак - STABLE MASK - Кислая маска 400 мл | JKeratin Stable Mask маска после химической завивки волос | 103197635045 | JKeratin маска-стабилизатор для гладкости и шелковистости волос Stable Mask, 400мл"
57,182413164,Лайфхак - PROTEIN MASK - Протеиновая маска 400 мл,Холодники,ProteinMask400,Лайфхак - PROTEIN MASK - Протеиновая маска 400 мл,4657784320303,4657784320303,4657784320303,,4657784320303,4657784320303,ProteinMask400,,ProteinMask400,JKeratin Protein Mask протеиновая маска для волос,103197635047,"JKeratin Protein Mask профессиональная маска для насыщения волос протеинами, 400 мл",Нет,"182413164 | Лайфхак - PROTEIN MASK - Протеиновая маска 400 мл | Холодники | ProteinMask400 | Лайфхак - PROTEIN MASK - Протеиновая маска 400 мл | JKeratin Protein Mask протеиновая маска для волос | 103197635047 | JKeratin Protein Mask профессиональная маска для насыщения волос протеинами, 400 мл"
58,281624986,Лайфхак - PROTEIN MASK - Протеиновая маска 150 мл,Холодники,ProteinMask150,Лайфхак - PROTEIN MASK - Протеиновая маска 150 мл,4657784320730,4657784320730,4657784320730,4657784320730,4657784320730,4657784320730,ProteinMask150,99000036726,ProteinMask150,JKeratin Protein Mask протеиновая маска для волос,103622496683,"JKeratin Protein Mask профессиональная маска для насыщения волос протеинами, 150 мл",Нет,"281624986 | Лайфхак - PROTEIN MASK - Протеиновая маска 150 мл | Холодники | ProteinMask150 | Лайфхак - PROTEIN MASK - Протеиновая маска 150 мл | JKeratin Protein Mask протеиновая маска для волос | 103622496683 | JKeratin Protein Mask профессиональная маска для насыщения волос протеинами, 150 мл"
59,209758166,САШЕ Лайфхак - AMINO BASE - Подложка 20 мл. 3 х 20 мл.,Саше Холодники,саше3_AminoBase,САШЕ - AMINO BASE - Подложка 20 мл.,4657784320426,4657784320426,4657784320426,4657784320426,4657784320426,4657784320426,саше3_AminoBase,,саше3_AminoBase,JKeratin Amino Base маска для кератинового выпрямления 3х20 мл,102736962756,Amino Base Подложка для кератинового выпрямления волос 3х20 мл,Нет,209758166 | САШЕ Лайфхак - AMINO BASE - Подложка 20 мл. 3 х 20 мл. | Саше Холодники | саше3_AminoBase | САШЕ - AMINO BASE - Подложка 20 мл. | JKeratin Amino Base маска для кератинового выпрямления 3х20 мл | 102736962756 | Amino Base Подложка для кератинового выпрямления волос 3х20 мл
60,209758179,САШЕ Лайфхак - COLD BTX - Подложка 20 мл. 3 х 20 мл.,Саше Холодники,саше3_ColdBTX,САШЕ - COLD BTX - холодный ботокс 20 мл.,4657784320419,4657784320419,4657784320419,4657784320419,4657784320419,4657784320419,саше3_ColdBTX,,саше3_ColdBTX,JKeratin Cold BTX холодный ботокс для гладкости волос 3x20мл,102737204406,"JKeratin Cold BTX холодный ботокс для ламинирования, гладкости и восстановления липидного слоя волос 3х20 мл",Нет,"209758179 | САШЕ Лайфхак - COLD BTX - Подложка 20 мл. 3 х 20 мл. | Саше Холодники | саше3_ColdBTX | САШЕ - COLD BTX - холодный ботокс 20 мл. | JKeratin Cold BTX холодный ботокс для гладкости волос 3x20мл | 102737204406 | JKeratin Cold BTX холодный ботокс для ламинирования, гладкости и восстановления липидного слоя волос 3х20 мл"
61,209758164,САШЕ Лайфхак - HAIR CUTICLE TOP - Подложка 20 мл. 3 х 20 мл.,Саше Холодники,саше3_HairCuticleTop,САШЕ - HAIR CUTICLE TOP - липидная маска 20 мл.,4657784320389,4657784320389,4657784320389,4657784320389,4657784320389,4657784320389,саше3_HairCuticleTop,,саше3_HairCuticleTop,JKeratin Hair Cuticle Top липидная маска подложка 3х20 мл,102736962757,Hair Cuticle Top Липидная маска-подложка для глубокого увлажнения и питания волос 3х20 мл,Нет,209758164 | САШЕ Лайфхак - HAIR CUTICLE TOP - Подложка 20 мл. 3 х 20 мл. | Саше Холодники | саше3_HairCuticleTop | САШЕ - HAIR CUTICLE TOP - липидная маска 20 мл. | JKeratin Hair Cuticle Top липидная маска подложка 3х20 мл | 102736962757 | Hair Cuticle Top Липидная маска-подложка для глубокого увлажнения и питания волос 3х20 мл
62,209758161,САШЕ Лайфхак - PROTEIN MASK - Подложка 20 мл. 3 х 20 мл.,Саше Холодники,саше3_ProteinMask,САШЕ - PROTEIN MASK - протеиновая маска 20 мл.,4657784320396,4657784320396,4657784320396,4657784320396,4657784320396,4657784320396,саше3_ProteinMask,,саше3_ProteinMask,JKeratin Protein Mask протеиновая маска для насыщения волос,102738809479,Protein Mask Профессиональное средство для насыщения волос протеинами 3х20 мл,Нет,209758161 | САШЕ Лайфхак - PROTEIN MASK - Подложка 20 мл. 3 х 20 мл. | Саше Холодники | саше3_ProteinMask | САШЕ - PROTEIN MASK - протеиновая маска 20 мл. | JKeratin Protein Mask протеиновая маска для насыщения волос | 102738809479 | Protein Mask Профессиональное средство для насыщения волос протеинами 3х20 мл
63,,САШЕ Лайфхак - STABLE MASK - Подложка 20 мл. 3 х 20 мл.,Саше Холодники,саше3_StableMask,НАБОР САШЕ Лайфхак - STABLE MASK - Подложка 20 мл. 3 х 20 мл.,4657784320402,4657784320402,4657784320402,,4657784320402,4657784320402,саше3_StableMask,,саше3_StableMask,JKeratin Stable Mask маска после химической завивки волос,102740302133,"Stable Mask Профессиональная маска-стабилизатор для завершения процедур, 3х20 мл.",Нет,"САШЕ Лайфхак - STABLE MASK - Подложка 20 мл. 3 х 20 мл. | Саше Холодники | саше3_StableMask | НАБОР САШЕ Лайфхак - STABLE MASK - Подложка 20 мл. 3 х 20 мл. | JKeratin Stable Mask маска после химической завивки волос | 102740302133 | Stable Mask Профессиональная маска-стабилизатор для завершения процедур, 3х20 мл."
64,176043791,JWAVE завивка и нейтрализатор 2*150 мл,Кератин,JWave,JWAVE завивка и нейтрализатор 2*150 мл,4657784320174,4657784320174,4657784320174,,4657784320174,4657784320174,JWave,,JWave,JKeratin JWave биозавивка химическая завивка для волос,103198368944,JWAVE набор для биозавивки волос Эмульсия и Нейтрализатор 2*150 мл,Нет,176043791 | JWAVE завивка и нейтрализатор 2*150 мл | Кератин | JWave | JWAVE завивка и нейтрализатор 2*150 мл | JKeratin JWave биозавивка химическая завивка для волос | 103198368944 | JWAVE набор для биозавивки волос Эмульсия и Нейтрализатор 2*150 мл
65,164456015,Fix Hair базовый Кератин 120 мл,Кератин,FixHair120,Fix Hair базовый Кератин 120 мл,4620758271604,4620758271604,,4620758271604,4620758271604,4620758271604,FixHair120,,FixHair120,JKeratin Fix Hair кератин для выпрямления волос 120 мл,103196485933,"JKeratin Fix Hair кератин для выпрямления всех типов волос, 120 мл",Нет,"164456015 | Fix Hair базовый Кератин 120 мл | Кератин | FixHair120 | Fix Hair базовый Кератин 120 мл | JKeratin Fix Hair кератин для выпрямления волос 120 мл | 103196485933 | JKeratin Fix Hair кератин для выпрямления всех типов волос, 120 мл"
66,29292733,Fix Hair базовый Кератин 500 мл,Кератин,FixHair500,Fix Hair базовый Кератин 500 мл,4620758271598,4620758271598,,4620758271598,4620758271598,4620758271598,FixHair500,,FixHair500,JKeratin Fix Hair кератин для выпрямления волос 500 мл,103196159332,Fix Hair - состав для кератинового выпрямления кудрявых волос с разными видами завитка 500 мл,Нет,29292733 | Fix Hair базовый Кератин 500 мл | Кератин | FixHair500 | Fix Hair базовый Кератин 500 мл | JKeratin Fix Hair кератин для выпрямления волос 500 мл | 103196159332 | Fix Hair - состав для кератинового выпрямления кудрявых волос с разными видами завитка 500 мл
67,31290211,Blonde Plastic Hair Кератин 500 мл,Кератин,PlasticHair500,Blonde Plastic Hair Кератин 500 мл,4620758270890,OZN380173907,4620758270683,4620758270890,4620758270683,4620758270683,PlasticHair500,,PlasticHair500,JKeratin Plastic Hair Blonde кератиновое выпрямление волос,102200853438,"Plastic Hair Blonde профессиональное средство для выпрямления волос, 500мл",Нет,"31290211 | Blonde Plastic Hair Кератин 500 мл | Кератин | PlasticHair500 | Blonde Plastic Hair Кератин 500 мл | JKeratin Plastic Hair Blonde кератиновое выпрямление волос | 102200853438 | Plastic Hair Blonde профессиональное средство для выпрямления волос, 500мл"
68,29292780,Blonde Plastic Hair Кератин 150 мл,Кератин,PlasticHair150,Blonde Plastic Hair Кератин 150 мл,4657784320280,4657784320280,,4657784320280,4657784320280,4657784320280,PlasticHair150,,PlasticHair150,Plastic Hair Blonde кератиновое выпрямление волос 150 мл,102209749588,Plastic Hair cостав для кератинового выпрямления кудрявых волос с мягким завитком 150 мл,Нет,29292780 | Blonde Plastic Hair Кератин 150 мл | Кератин | PlasticHair150 | Blonde Plastic Hair Кератин 150 мл | Plastic Hair Blonde кератиновое выпрямление волос 150 мл | 102209749588 | Plastic Hair cостав для кератинового выпрямления кудрявых волос с мягким завитком 150 мл
69,192578259,"НАБОР Blonde PLASTIC HAIR 500 мл + Extra Gloss, 200 мл",Кератин,PlasticHair500_ExtraGloss200,НАБОР Plastic Hair Blonde+ExtraGloss,2039079575209,OZN1315868743,OZN1315868743,,,,PlasticHair500_ExtraGloss200,,PlasticHair500_ExtraGloss200,Plastic Hair Blonde с термозащитой для блеска волос,,,Нет,"192578259 | НАБОР Blonde PLASTIC HAIR 500 мл + Extra Gloss, 200 мл | Кератин | PlasticHair500_ExtraGloss200 | НАБОР Plastic Hair Blonde+ExtraGloss | Plastic Hair Blonde с термозащитой для блеска волос"
70,31288773,Bixy BotoHair ботокс 2в1 500 мл,Кератин,BotoHair500,Bixy BotoHair ботокс 2в1 500 мл,2003537243009,4620758270737,4620758270737,2003537243009,4620758270737,4620758270737,BotoHair500,,BotoHair500,"JKeratin BotoHair Bixy кератин, ботокс для вьющихся волос",103201615212,BotoHair Bixy ботокс для разглаживания и восстановление волос с сохранением объема у корней 500мл,Нет,"31288773 | Bixy BotoHair ботокс 2в1 500 мл | Кератин | BotoHair500 | Bixy BotoHair ботокс 2в1 500 мл | JKeratin BotoHair Bixy кератин, ботокс для вьющихся волос | 103201615212 | BotoHair Bixy ботокс для разглаживания и восстановление волос с сохранением объема у корней 500мл"
71,43101744,Bixy BotoHair ботокс 2в1 150 мл,Кератин,BotoHair150,Bixy BotoHair ботокс 2в1 150 мл,4657784320273,4657784320273,4657784320273,4657784320273,4657784320273,4657784320273,BotoHair150,,BotoHair150,Botohair Bixy ботокс для выпрямления волнистых волос 150 мл,103201615213,BotoHair Bixy ботокс для разглаживания волос с сохранением объема у корней 150 мл,Нет,43101744 | Bixy BotoHair ботокс 2в1 150 мл | Кератин | BotoHair150 | Bixy BotoHair ботокс 2в1 150 мл | Botohair Bixy ботокс для выпрямления волнистых волос 150 мл | 103201615213 | BotoHair Bixy ботокс для разглаживания волос с сохранением объема у корней 150 мл
72,192581287,"НАБОР Bixy BOTOHAIR 500 мл + Extra Gloss, 200 мл",Кератин,BotoHair500_ExtraGloss200,НАБОР BotoHair+ExtraGloss,2039079654003,OZN1316556167,OZN1316556167,,,,BotoHair500_ExtraGloss200,,BotoHair500_ExtraGloss200,Кератин BotoHair Bixy с термозащитой для блеска волос,,,Нет,"192581287 | НАБОР Bixy BOTOHAIR 500 мл + Extra Gloss, 200 мл | Кератин | BotoHair500_ExtraGloss200 | НАБОР BotoHair+ExtraGloss | Кератин BotoHair Bixy с термозащитой для блеска волос"
73,159742190,Afro JHair Кератин 500 мл,Кератин,JHairAfro500,Afro JHair Кератин 500 мл,2037782925410,4620758271628,4620758271628,,4620758271628,4620758271628,JHairAfro500,,JHairAfro500,"JKeratin JHair Afro кератин, кератиновое выпрямление волос",103201615214,JHair Аfro Кератин - кератиновое выпрямление волос с жестким завитком и афрокудрями 500 мл,Нет,"159742190 | Afro JHair Кератин 500 мл | Кератин | JHairAfro500 | Afro JHair Кератин 500 мл | JKeratin JHair Afro кератин, кератиновое выпрямление волос | 103201615214 | JHair Аfro Кератин - кератиновое выпрямление волос с жестким завитком и афрокудрями 500 мл"
